"","x"
"GNG12",-0.740350877192982
"DIRAS3",-0.666666666666667
"WLS",-1.62865497076023
"DEPDC1",-2.06676413255361
"LRRC7",-2.66666666666667
"LRRC40",-1.30165692007797
"SRSF11",-0.60718201754386
"ANKRD13C",-0.487719298245614
"HHLA3",-0.974658869395711
"CTH",-1
"AL354872.2",-70.0862573099415
"PTGER3",-0.965155945419103
"AL031429.2",-1.32383040935673
"ZRANB2",-15.0979532163743
"ZRANB2-AS2",-1.33333333333333
"NEGR1",-1.32383040935673
"LRRIQ3",-0.64766081871345
"FPGT",-0.83187134502924
"TNNI3K",-1
"ERICH3",-0.666666666666667
"AC135803.1",-1
"CRYZ",-0.824638350261619
"TYW3",-0.961988304093567
"SLC44A5",-1.75877192982456
"ACADM",0.783040935672515
"RABGGTB",-0.834957764782326
"MSH4",-0.666666666666667
"ST6GALNAC3",-2.66033138401559
"PIGK",-1.24890350877193
"AK5",-1.5
"AC118549.1",-0.869883040935672
"USP33",-1.07080200501253
"MIGA1",-0.885756056808688
"NEXN",-2.52387914230019
"FUBP1",-0.910526315789474
"DNAJB4",-0.840058479532164
"GIPC2",-2.41276803118908
"AC103591.3",-0.990497076023392
"PTGFR",-2.31432748538012
"IFI44L",-1.14147548358075
"IFI44",-0.735851726089417
"ADGRL4",-14.3810916179337
"LINC01781",-64.4576023391813
"ADGRL2",-1.19054580896686
"LINC01725",-1.33333333333333
"TTLL7",-3.14766081871345
"AL359504.2",-1.20955165692008
"PRKACB",-0.947733918128655
"SAMD13",-0.823830409356725
"RPF1",-1.38340643274854
"GNG5",-0.753009975920193
"SPATA1",-3.5
"CTBS",-0.971491228070175
"AL359762.1",-0.64766081871345
"SSX2IP",0.535380116959064
"MCOLN2",-0.641325536062378
"SYDE2",-1.66666666666667
"C1orf52",-4.96198830409357
"BCL10",-0.966739766081871
"DDAH1",-1.40643274853801
"AL360219.1",-1.21588693957115
"AC092807.3",-0.666666666666667
"AC092807.2",-0.833333333333333
"CCN1",-0.45371407241508
"ZNHIT6",-2.51120857699805
"COL24A1",-2
"LINC02795",-0.980994152046784
"ODF2L",-23.609649122807
