"","x"
"LRIF1",2.80141843971631
"DRAM2",-0.680243161094225
"CEPT1",-3.94042553191489
"DENND2D",-17.763829787234
"CHI3L2",-22.5806146572104
"PIFO",-70.3886524822695
"OVGP1",-1.66666666666667
"WDR77",-0.901560283687943
"ATP5PB",-0.755240346729708
"C1orf162",-0.585283687943262
"TMIGD3",0.773758865248227
"ADORA3",-2.43120567375886
"RAP1A",-5.21524822695035
"INKA2",-1.99007092198582
"DDX20",-4
"KCND3",-5.15673758865248
"CTTNBP2NL",-2.14184397163121
"WNT2B",-2.31347517730496
"ST7L",-3.21560283687943
"MOV10",-0.891843971631206
"PPM1J",-4.66666666666667
"TAFA3",0
"SLC16A1",-0.99070133963751
"LRIG2",-2.30354609929078
"MAGI3",-66.0553191489362
"PHTF1",-0.980141843971631
"RSBN1",-2.09125295508274
"PTPN22",-1.33333333333333
"BCL2L15",-3.65673758865248
"AP4B1",-0.95531914893617
"DCLRE1B",-0.953664302600473
"HIPK1",-18.7182033096927
"OLFML3",-0.678156028368794
"SYT6",-3
"TRIM33",-1.82297872340426
"DENND2C",-1.33333333333333
"AMPD1",-0.646808510638298
"NRAS",-10.4812563323202
"CSDE1",-6.76737588652482
"SIKE1",-1.2936170212766
"TSPAN2",-1.28699763593381
"NGF",-0.656737588652482
"VANGL1",-0.580614657210402
"CASQ2",-0.666666666666667
"SLC22A15",-2.75791962174941
"ATP1A1",-3.74468085106383
"CD58",-1.30023640661939
"IGSF3",-1.24503546099291
"CD2",-1.31347517730496
"PTGFRN",-0.83886524822695
"CD101",-0.333333333333333
"TTF2",-1.53569739952719
"TRIM45",-7.60709219858156
"MAN1A2",-2.2936170212766
"TENT5C",0.195390070921986
"GDAP2",-0.980141843971631
"WDR3",-34.3212765957447
"SPAG17",-1.54231678486998
"TBX15",-3.80354609929078
"WARS2",-2.98014184397163
"ZNF697",-0.980141843971631
"PHGDH",-0.752340425531915
"NOTCH2",-0.710549645390071
"SEC22B",-1.01641337386018
"FCGR1B",-1.62695035460993
"NBPF20",-4.30354609929078
"PDZK1",-0.813475177304965
"CD160",-0.666666666666667
"RNF115",-1.0309219858156
"POLR3C",-0.854751773049645
"NUDT17",-1.22222222222222
"PIAS3",-1.6468085106383
"ANKRD35",-3.30354609929078
"ITGA10",-0.970212765957447
"PEX11B",-1.88774062816616
"RBM8A",-1.01641337386018
"LIX1L",-1.96822695035461
"ANKRD34A",-2
"POLR3GL",-14.3570921985816
"TXNIP",-0.817382333978079
"HJV",0
"PRKAB2",-1.32539007092199
"FMO5",-0.777777777777778
"BCL9",-0.580614657210402
"ACP6",-0.858723404255319
"GJA5",-1.82340425531915
"GPR89B",-1.90673758865248
"PDE4DIP",-0.854751773049645
"NBPF19",-4
"FCGR1A",-1.15673758865248
"HIST2H2BE",-1.16666666666667
"HIST2H2AB",-1.18733535967579
"BOLA1",-32.7241134751773
"SV2A",-2.5
"SF3B4",-4.09787234042553
"MTMR11",-1.20898345153664
"OTUD7B",-0.798581560283688
"VPS45",-1.65673758865248
"PLEKHO1",-0.849456264775414
"ANP32E",-4.48943262411348
"APH1A",-0.86434558349452
"C1orf54",-1.05078014184397
"CIART",-5.98014184397163
"PRPF3",-1.48964539007092
"RPRD2",-1.36425531914894
"TARS2",-19.0382978723404
"ECM1",-0.58500506585613
"ADAMTSL4",-1.39184397163121
"MCL1",-1.11460992907801
"GOLPH3L",-20.8808510638298
"HORMAD1",-3.33333333333333
"CTSS",-0.81658957755165
"CTSK",-0.891843971631206
"ARNT",-0.70531914893617
"SETDB1",-2.30685579196218
"CERS2",-0.594042553191489
"ANXA9",-4.33333333333333
"MINDY1",-1.64018912529551
"PRUNE1",-1.31843971631206
"BNIPL",-0.666666666666667
"C1orf56",-69.0950354609929
"CDC42SE1",-8.18241134751773
"MLLT11",-0.828368794326241
"GABPB2",-0.616210739614995
"SEMA6C",-31.2141843971631
"TNFAIP8L2",-1.99007092198582
"SCNM1",-2.13026004728132
"LYSMD1",-2.5
"VPS72",-0.997163120567376
"PIP5K1A",-0.593853427895981
"PSMD4",-1.60756501182033
"ZNF687",-0.690425531914894
